,proteinName,geneName,synonyms,geneID,geneENS
Q96CC6,Inactive rhomboid protein 1,RHBDF1,"['C16orf8', 'DIST1', 'IRHOM1']",64285,ENSG00000007384
Q96CF2,Charged multivesicular body protein 4c,CHMP4C,['SHAX3'],92421,ENSG00000164695
Q96CG3,TRAF-interacting protein with FHA domain-containing protein A,TIFA,['T2BP'],92610,ENSG00000145365
Q96CG8,Collagen triple helix repeat-containing protein 1,CTHRC1,[],115908,ENSG00000164932
Q96CJ1,ELL-associated factor 2,EAF2,['TRAITS'],55840,ENSG00000145088
Q96CK0,Zinc finger protein 653,ZNF653,['ZIP67'],115950,ENSG00000161914
Q96CM3,"Pseudouridylate synthase RPUSD4, mitochondrial",RPUSD4,[],84881,ENSG00000165526
Q96CM4,Nucleoredoxin-like protein 1,NXNL1,['TXNL6'],115861,ENSG00000171773
Q96CM8,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",ACSF2,[],80221,ENSG00000167107
Q96CN4,EVI5-like protein,EVI5L,[],115704,ENSG00000142459
Q96CN5,Leucine-rich repeat-containing protein 45,LRRC45,[],201255,ENSG00000169683
Q96CN9,GRIP and coiled-coil domain-containing protein 1,GCC1,[],79571,ENSG00000179562
Q96CP2,FLYWCH family member 2,FLYWCH2,[],114984,ENSG00000162076
Q96CP6,Protein Aster-A,GRAMD1A,['KIAA1533'],57655,ENSG00000089351
Q96CS2,HAUS augmin-like complex subunit 1,HAUS1,"['CCDC5', 'HEIC']",115106,ENSG00000152240
Q96CS3,FAS-associated factor 2,FAF2,"['ETEA', 'KIAA0887', 'UBXD8', 'UBXN3B']",23197,ENSG00000113194
Q96CS4,Zinc finger protein 689,ZNF689,[],115509,ENSG00000156853
Q96CS7,Pleckstrin homology domain-containing family B member 2,PLEKHB2,['EVT2'],55041,ENSG00000115762
Q96CT2,Kelch-like protein 29,KLHL29,"['KBTBD9', 'KIAA1921']",114818,ENSG00000119771
Q96CU9,FAD-dependent oxidoreductase domain-containing protein 1,FOXRED1,[],55572,ENSG00000110074
Q96CV9,Optineurin,OPTN,"['FIP2', 'GLC1E', 'HIP7', 'HYPL', 'NRP']",10133,ENSG00000123240
Q96CW5,Gamma-tubulin complex component 3,TUBGCP3,['GCP3'],10426,ENSG00000126216
Q96CW6,Probable RNA polymerase II nuclear localization protein SLC7A6OS,SLC7A6OS,[],84138,ENSG00000103061
Q96CW9,Netrin-G2,NTNG2,"['KIAA1857', 'LMNT2']",84628,ENSG00000196358
Q96CX2,BTB/POZ domain-containing protein KCTD12,KCTD12,"['C13orf2', 'KIAA1778', 'PFET1']",115207,ENSG00000178695
Q96CX6,Leucine-rich repeat-containing protein 58,LRRC58,[],116064,ENSG00000163428
Q96D03,DNA damage-inducible transcript 4-like protein,DDIT4L,"['REDD2', 'RTP801L']",115265,ENSG00000145358
Q96D05,Protein FAM241B,FAM241B,['C10orf35'],219738,ENSG00000171224
Q96D09,G-protein coupled receptor-associated sorting protein 2,GPRASP2,[],114928,ENSG00000158301
Q96D15,Reticulocalbin-3,RCN3,[],57333,ENSG00000142552
Q96D21,GTP-binding protein Rhes,RASD2,['TEM2'],23551,ENSG00000100302
Q96D31,Calcium release-activated calcium channel protein 1,ORAI1,"['CRACM1', 'TMEM142A']",84876,ENSG00000276045
Q96D42,Hepatitis A virus cellular receptor 1,HAVCR1,"['KIM1', 'TIM1', 'TIMD1']",26762,ENSG00000113249
Q96D46,60S ribosomal export protein NMD3,NMD3,[],51068,ENSG00000169251
Q96D53,"Atypical kinase COQ8B, mitochondrial",COQ8B,['ADCK4'],79934,ENSG00000123815
Q96D59,E3 ubiquitin-protein ligase RNF183,RNF183,[],138065,ENSG00000165188
Q96D70,R3H domain-containing protein 4,R3HDM4,['C19orf22'],91300,ENSG00000198858
Q96D71,RalBP1-associated Eps domain-containing protein 1,REPS1,[],85021,ENSG00000135597
Q96D96,Voltage-gated hydrogen channel 1,HVCN1,['VSOP'],84329,ENSG00000122986
Q96D98,EP300-interacting inhibitor of differentiation 2B,EID2B,['EID3'],126272,ENSG00000176401
Q96DA0,Zymogen granule protein 16 homolog B,ZG16B,[],124220,ENSG00000283056
Q96DB5,Regulator of microtubule dynamics protein 1,RMDN1,['FAM82B'],51115,ENSG00000176623
Q96DB9,FXYD domain-containing ion transport regulator 5,FXYD5,"['DYSAD', 'IWU1']",53827,ENSG00000089327
Q96DC7,Transmembrane and coiled-coil domain-containing protein 6,TMCO6,[],55374,ENSG00000113119
Q96DC8,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",ECHDC3,[],79746,ENSG00000134463
Q96DD7,Protein shisa-4,SHISA4,"['C1orf40', 'TMEM58']",149345,ENSG00000198892
Q96DE5,Anaphase-promoting complex subunit 16,ANAPC16,"['C10orf104', 'CENP-27']",119504,ENSG00000166295
Q96DF8,Splicing factor ESS-2 homolog,ESS2,"['DGCR13', 'DGCR14', 'DGSH', 'DGSI', 'ES2']",8220,ENSG00000100056
Q96DH6,RNA-binding protein Musashi homolog 2,MSI2,[],124540,ENSG00000153944
Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40,"['PRP8BP', 'SFP38', 'WDR57']",9410,ENSG00000060688
Q96DL1,NXPE family member 2,NXPE2,['FAM55B'],120406,ENSG00000204361
Q96DM1,PiggyBac transposable element-derived protein 4,PGBD4,[],161779,ENSG00000182405
Q96DN0,Endoplasmic reticulum resident protein 27,ERP27,['C12orf46'],121506,ENSG00000139055
Q96DN2,von Willebrand factor C and EGF domain-containing protein,VWCE,['URG11'],220001,ENSG00000167992
Q96DN5,TBC1 domain family member 31,TBC1D31,['WDR67'],93594,ENSG00000156787
Q96DN6,Methyl-CpG-binding domain protein 6,MBD6,['KIAA1887'],114785,ENSG00000166987
Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",MTFMT,"['FMT', 'FMT1']",123263,ENSG00000103707
Q96DR5,BPI fold-containing family A member 2,BPIFA2,"['C20orf70', 'SPLUNC2']",140683,ENSG00000131050
Q96DR7,Rho guanine nucleotide exchange factor 26,ARHGEF26,['SGEF'],26084,ENSG00000277101
Q96DR8,Mucin-like protein 1,MUCL1,['SBEM'],118430,ENSG00000172551
Q96DS6,Membrane-spanning 4-domains subfamily A member 6E,MS4A6E,[],245802,ENSG00000166926
Q96DT0,Galectin-12,LGALS12,['GRIP1'],85329,ENSG00000133317
Q96DT5,Dynein axonemal heavy chain 11,DNAH11,[],8701,ENSG00000105877
Q96DT6,Cysteine protease ATG4C,ATG4C,"['APG4C', 'AUTL1', 'AUTL3']",84938,ENSG00000125703
Q96DT7,Zinc finger and BTB domain-containing protein 10,ZBTB10,"['RINZF', 'RINZFC']",65986,ENSG00000205189
Q96DU3,SLAM family member 6,SLAMF6,['KALI'],114836,ENSG00000162739
Q96DU7,Inositol-trisphosphate 3-kinase C,ITPKC,['IP3KC'],80271,ENSG00000086544
Q96DV4,"39S ribosomal protein L38, mitochondrial",MRPL38,[],64978,ENSG00000204316
Q96DX4,RING finger and SPRY domain-containing protein 1,RSPRY1,['KIAA1972'],89970,ENSG00000159579
Q96DX7,Tripartite motif-containing protein 44,TRIM44,['DIPB'],54765,ENSG00000166326
Q96DX8,Receptor-transporting protein 4,RTP4,"['IFRG28', 'Z3CXXC4']",64108,ENSG00000136514
Q96DY2,Dynein regulatory complex protein 10,IQCD,['DRC10'],115811,ENSG00000166578
Q96DY7,Mdm2-binding protein,MTBP,[],27085,ENSG00000172167
Q96DZ1,Endoplasmic reticulum lectin 1,ERLEC1,"['C2orf30', 'XTP3TPB']",27248,ENSG00000068912
Q96DZ5,CAP-Gly domain-containing linker protein 3,CLIP3,['CLIPR59'],25999,ENSG00000105270
Q96DZ9,CKLF-like MARVEL transmembrane domain-containing protein 5,CMTM5,['CKLFSF5'],116173,ENSG00000166091
Q96E09,PPP2R1A-PPP2R2A-interacting phosphatase regulator 1,PABIR1,"['C9orf42', 'FAM122A']",116224,ENSG00000187866
Q96E11,"Ribosome-recycling factor, mitochondrial",MRRF,[],92399,ENSG00000148187
Q96E16,Small integral membrane protein 19,SMIM19,['C8orf40'],114926,ENSG00000176209
Q96E22,Dehydrodolichyl diphosphate synthase complex subunit NUS1,NUS1,"['C6orf68', 'NGBR']",116150,ENSG00000153989
Q96E29,"Transcription termination factor 3, mitochondrial",MTERF3,['MTERFD1'],51001,ENSG00000156469
Q96E39,"RNA binding motif protein, X-linked-like-1",RBMXL1,[],494115,ENSG00000213516
Q96E40,Sperm acrosome-associated protein 9,SPACA9,['C9orf9'],11092,ENSG00000165698
Q96E52,"Metalloendopeptidase OMA1, mitochondrial",OMA1,['MPRP1'],115209,ENSG00000162600
Q96E93,Killer cell lectin-like receptor subfamily G member 1,KLRG1,"['CLEC15A', 'MAFA', 'MAFAL']",10219,ENSG00000139187
Q96EA4,Protein Spindly,SPDL1,['CCDC99'],54908,ENSG00000040275
Q96EB1,Elongator complex protein 4,ELP4,"['C11orf19', 'PAXNEB']",26610,ENSG00000109911
Q96EB6,NAD-dependent protein deacetylase sirtuin-1,SIRT1,['SIR2L1'],23411,ENSG00000096717
Q96EC8,Protein YIPF6,YIPF6,[],286451,ENSG00000181704
Q96ED9,Protein Hook homolog 2,HOOK2,[],29911,ENSG00000095066
Q96EE3,Nucleoporin SEH1,SEH1L,"['SEC13L', 'SEH1']",81929,ENSG00000085415
Q96EE4,Coiled-coil domain-containing protein 126,CCDC126,[],90693,ENSG00000169193
Q96EF0,Myotubularin-related protein 8,MTMR8,[],55613,ENSG00000102043
Q96EF9,"Zinc fingers and homeoboxes protein 1, isoform 2",ZHX1-C8orf76,['C8orf76'],100533106,ENSG00000259305
Q96EG1,Arylsulfatase G,ARSG,['KIAA1001'],22901,ENSG00000141337
Q96EG3,Zinc finger protein 837,ZNF837,[],116412,ENSG00000152475
Q96EH3,Mitochondrial assembly of ribosomal large subunit protein 1,MALSU1,['C7orf30'],115416,ENSG00000156928
Q96EH8,E3 ubiquitin-protein ligase NEURL3,NEURL3,['LINCR'],93082,ENSG00000163121
Q96EI5,Transcription elongation factor A protein-like 4,TCEAL4,[],79921,ENSG00000133142
Q96EK2,PHD finger protein 21B,PHF21B,['KIAA1661'],112885,ENSG00000056487
Q96EK4,THAP domain-containing protein 11,THAP11,[],57215,ENSG00000168286
Q96EK7,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,FAM120B,"['CCPG', 'KIAA1838']",84498,ENSG00000112584
Q96EK9,Protein KTI12 homolog,KTI12,[],112970,ENSG00000198841
Q96EL1,PAK4-inhibitor INKA1,INKA1,"['C3orf54', 'FAM212A']",389119,
Q96EL2,"28S ribosomal protein S24, mitochondrial",MRPS24,[],64951,ENSG00000062582
Q96EN8,Molybdenum cofactor sulfurase,MOCOS,[],55034,ENSG00000075643
Q96EN9,Required for excision 1-B domain-containing protein,REX1BD,['C19orf60'],55049,ENSG00000006015
Q96EP0,E3 ubiquitin-protein ligase RNF31,RNF31,['ZIBRA'],55072,ENSG00000285152
Q96EP1,E3 ubiquitin-protein ligase CHFR,CHFR,['RNF196'],55743,ENSG00000072609
Q96EP5,DAZ-associated protein 1,DAZAP1,[],26528,ENSG00000071626
Q96EP9,Sodium/bile acid cotransporter 4,SLC10A4,[],201780,ENSG00000145248
Q96EQ0,Small glutamine-rich tetratricopeptide repeat-containing protein beta,SGTB,['SGT2'],54557,ENSG00000197860
Q96EQ8,E3 ubiquitin-protein ligase RNF125,RNF125,[],54941,ENSG00000101695
Q96ER3,Protein SAAL1,SAAL1,[],113174,ENSG00000166788
Q96ER9,Mitochondrial potassium channel,CCDC51,['MITOK'],79714,ENSG00000164051
Q96ET8,Golgi apparatus membrane protein TVP23 homolog C,TVP23C,['FAM18B2'],201158,ENSG00000175106
Q96EU6,Ribosomal RNA processing protein 36 homolog,RRP36,['C6orf153'],88745,ENSG00000124541
Q96EU7,C1GALT1-specific chaperone 1,C1GALT1C1,['COSMC'],29071,ENSG00000288368
Q96EV2,RNA-binding protein 33,RBM33,['PRR8'],155435,ENSG00000184863
Q96EV8,Dysbindin,DTNBP1,['BLOC1S8'],84062,ENSG00000047579
Q96EW2,HSPB1-associated protein 1,HSPBAP1,['PASS1'],79663,ENSG00000169087
Q96EX2,RING finger and transmembrane domain-containing protein 2,RNFT2,['TMEM118'],84900,ENSG00000135119
Q96EX3,Cytoplasmic dynein 2 intermediate chain 2,DYNC2I2,['WDR34'],89891,ENSG00000119333
Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial",DNAJA3,"['HCA57', 'TID1']",9093,ENSG00000276726
Q96EY4,Translation machinery-associated protein 16,TMA16,['C4orf43'],55319,ENSG00000198498
Q96EY5,Multivesicular body subunit 12A,MVB12A,"['CFBP', 'FAM125A']",93343,ENSG00000141971
Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",PTCD3,['MRPS39'],55037,ENSG00000132300
Q96EY8,Corrinoid adenosyltransferase MMAB,MMAB,[],326625,ENSG00000139428
Q96EZ4,Myeloma-overexpressed gene protein,MYEOV,['OCIM'],26579,ENSG00000172927
Q96EZ8,Microspherule protein 1,MCRS1,"['INO80Q', 'MSP58']",10445,ENSG00000187778
Q96F05,Uncharacterized protein C11orf24,C11orf24,[],53838,ENSG00000171067
Q96F07,Cytoplasmic FMR1-interacting protein 2,CYFIP2,"['KIAA1168', 'PIR121']",26999,ENSG00000055163
Q96F24,Nuclear receptor-binding factor 2,NRBF2,['COPR'],29982,ENSG00000148572
Q96F45,Zinc finger protein 503,ZNF503,['NOLZ1'],84858,ENSG00000165655
Q96F46,Interleukin-17 receptor A,IL17RA,['IL17R'],23765,ENSG00000177663
Q96F63,Coiled-coil domain-containing protein 97,CCDC97,[],90324,ENSG00000142039
Q96F81,Protein dispatched homolog 1,DISP1,['DISPA'],84976,ENSG00000154309
Q96F83,Uncharacterized protein CLBA1,CLBA1,['C14orf79'],122616,ENSG00000140104
Q96F86,Enhancer of mRNA-decapping protein 3,EDC3,"['LSM16', 'YJDC', 'YJEFN2']",80153,ENSG00000179151
Q96FA7,Putative protein ZBED10P,ZBED10P,"['C7orf29', 'ZBED6CL']",113763,
Q96FC7,Phytanoyl-CoA hydroxylase-interacting protein-like,PHYHIPL,['KIAA1796'],84457,ENSG00000165443
Q96FC9,ATP-dependent DNA helicase DDX11,DDX11,"['CHL1', 'CHLR1', 'KRG2']",1663,ENSG00000013573
Q96FE5,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,LINGO1,"['LERN1', 'LRRN6A']",84894,ENSG00000169783
Q96FE7,Phosphoinositide-3-kinase-interacting protein 1,PIK3IP1,['HGFL'],113791,ENSG00000100100
Q96FF7,Uncharacterized protein MISP3,MISP3,[],113230,ENSG00000288191
Q96FF9,Sororin,CDCA5,[],113130,ENSG00000146670
Q96FG2,ELMO domain-containing protein 3,ELMOD3,"['RBED1', 'RBM29']",84173,ENSG00000115459
Q96FI4,Endonuclease 8-like 1,NEIL1,[],79661,ENSG00000140398
Q96FJ0,AMSH-like protease,STAMBPL1,"['AMSHLP', 'KIAA1373']",57559,ENSG00000138134
Q96FK6,WD repeat-containing protein 89,WDR89,['C14orf150'],112840,ENSG00000140006
Q96FL8,Multidrug and toxin extrusion protein 1,SLC47A1,['MATE1'],55244,ENSG00000142494
Q96FL9,Polypeptide N-acetylgalactosaminyltransferase 14,GALNT14,[],79623,ENSG00000158089
Q96FN5,Kinesin-like protein KIF12,KIF12,[],113220,
Q96FQ7,Putative uncharacterized protein encoded by LINC00526,LINC00526,['C18orf18'],,
Q96FS4,Signal-induced proliferation-associated protein 1,SIPA1,['SPA1'],6494,ENSG00000213445
Q96FT7,Acid-sensing ion channel 4,ASIC4,['ACCN4'],55515,ENSG00000072182
Q96FT9,Intraflagellar transport protein 43 homolog,IFT43,['C14orf179'],112752,ENSG00000119650
Q96FV0,Leucine-rich repeat-containing protein 46,LRRC46,[],90506,ENSG00000141294
Q96FV9,THO complex subunit 1,THOC1,['HPR1'],9984,ENSG00000079134
Q96FZ2,Abasic site processing protein HMCES,HMCES,"['C3orf37', 'DC12', 'SRAPD1']",56941,ENSG00000183624
Q96FZ5,CKLF-like MARVEL transmembrane domain-containing protein 7,CMTM7,['CKLFSF7'],112616,ENSG00000153551
Q96FZ7,Charged multivesicular body protein 6,CHMP6,['VPS20'],79643,ENSG00000176108
Q96G01,Protein bicaudal D homolog 1,BICD1,[],636,ENSG00000151746
Q96G23,Ceramide synthase 2,CERS2,"['LASS2', 'TMSG1']",29956,ENSG00000143418
Q96G25,Mediator of RNA polymerase II transcription subunit 8,MED8,[],112950,ENSG00000159479
Q96G27,WW domain-binding protein 1,WBP1,[],23559,ENSG00000239779
Q96G28,Cilia- and flagella-associated protein 36,CFAP36,['CCDC104'],112942,ENSG00000163001
Q96G30,Melanocortin-2 receptor accessory protein 2,MRAP2,['C6orf117'],112609,ENSG00000135324
Q96G42,Kelch domain-containing protein 7B,KLHDC7B,[],113730,ENSG00000130487
Q96G46,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,DUS3L,[],56931,ENSG00000141994
Q96G74,OTU domain-containing protein 5,OTUD5,[],55593,ENSG00000068308
Q96G79,Probable UDP-sugar transporter protein SLC35A4,SLC35A4,[],113829,ENSG00000176087
Q96G91,P2Y purinoceptor 11,P2RY11,[],5032,ENSG00000244165
Q96G97,Seipin,BSCL2,[],26580,ENSG00000168000
Q96GA3,Protein LTV1 homolog,LTV1,['C6orf93'],84946,ENSG00000135521
Q96GC5,"39S ribosomal protein L48, mitochondrial",MRPL48,[],51642,ENSG00000175581
Q96GC6,Neurotrophin receptor-interacting factor homolog,ZNF274,['ZKSCAN19'],10782,ENSG00000171606
Q96GC9,Vacuole membrane protein 1,VMP1,"['TDC1', 'TMEM49']",81671,ENSG00000062716
Q96GD3,Polycomb protein SCMH1,SCMH1,[],22955,ENSG00000010803
Q96GD4,Aurora kinase B,AURKB,"['AIK2', 'AIM1', 'AIRK2', 'ARK2', 'STK1', 'STK12', 'STK5']",9212,ENSG00000178999
Q96GE4,Centrosomal protein of 95 kDa,CEP95,"['CCDC45', 'CEP45']",90799,ENSG00000258890
Q96GE5,Zinc finger protein 799,ZNF799,['ZNF842'],90576,ENSG00000196466
Q96GE6,Calmodulin-like protein 4,CALML4,[],91860,ENSG00000129007
Q96GE9,Distal membrane-arm assembly complex protein 1,DMAC1,"['C9orf123', 'TMEM261']",90871,ENSG00000137038
Q96GF1,E3 ubiquitin-protein ligase RNF185,RNF185,[],91445,ENSG00000138942
Q96GI7,Protein FAM89A,FAM89A,['C1orf153'],375061,ENSG00000182118
Q96GJ1,tRNA (uracil-5-)-methyltransferase homolog B,TRMT2B,['CXorf34'],79979,ENSG00000188917
Q96GL9,Protein FAM163A,FAM163A,"['C1orf76', 'NDSP']",148753,ENSG00000143340
Q96GM1,Phospholipid phosphatase-related protein type 2,PLPPR2,"['LPPR2', 'PRG4']",64748,ENSG00000105520
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SMARCD1,['BAF60A'],6602,ENSG00000066117
Q96GM8,Target of EGR1 protein 1,TOE1,[],114034,ENSG00000132773
Q96GN5,Cell division cycle-associated 7-like protein,CDCA7L,"['HR1', 'JPO2', 'R1']",55536,ENSG00000164649
Q96GP6,Scavenger receptor class F member 2,SCARF2,"['SREC2', 'SREPCR']",91179,ENSG00000244486
Q96GQ5,RUS family member 1,RUSF1,['C16orf58'],64755,ENSG00000140688
Q96GQ7,Probable ATP-dependent RNA helicase DDX27,DDX27,"['cPERP-F', 'RHLP']",55661,
Q96GR2,Long-chain-fatty-acid--CoA ligase ACSBG1,ACSBG1,"['BGM', 'KIAA0631', 'LPD']",23205,ENSG00000103740
Q96GS4,BLOC-1-related complex subunit 6,BORCS6,['C17orf59'],54785,ENSG00000196544
Q96GS6,Alpha/beta hydrolase domain-containing protein 17A,ABHD17A,"['C19orf27', 'FAM108A1']",81926,ENSG00000129968
Q96GT9,X antigen family member 2,XAGE2,"['GAGED3', 'XAGE2B']",9502,ENSG00000155622
Q96GU1,P antigen family member 5,PAGE5,['GAGEE1'],90737,ENSG00000158639
Q96GV9,Macrophage immunometabolism regulator,MACIR,['C5orf30'],90355,ENSG00000181751
Q96GW7,Brevican core protein,BCAN,"['BEHAB', 'CSPG7']",63827,ENSG00000132692
Q96GW9,"Methionine--tRNA ligase, mitochondrial",MARS2,[],92935,ENSG00000247626
Q96GX1,Tectonic-2,TCTN2,"['C12orf38', 'TECT2']",79867,ENSG00000168778
Q96GX2,Ataxin-7-like protein 3B,ATXN7L3B,[],552889,ENSG00000253719
Q96GX5,Serine/threonine-protein kinase greatwall,MASTL,"['GW', 'GWL', 'THC2']",84930,ENSG00000120539
Q96GX8,Uncharacterized protein C16orf74,C16orf74,[],404550,ENSG00000154102
Q96GY0,Zinc finger C2HC domain-containing protein 1A,ZC2HC1A,"['C8orf70', 'FAM164A']",51101,ENSG00000104427
Q96GY3,Protein lin-37 homolog,LIN37,[],55957,ENSG00000267796
Q96GZ6,Solute carrier family 41 member 3,SLC41A3,[],54946,ENSG00000114544
Q96H12,Myb/SANT-like DNA-binding domain-containing protein 3,MSANTD3,['C9orf30'],91283,ENSG00000066697
Q96H15,T-cell immunoglobulin and mucin domain-containing protein 4,TIMD4,['TIM4'],91937,ENSG00000145850
Q96H22,Centromere protein N,CENPN,"['C16orf60', 'ICEN32']",55839,ENSG00000166451
Q96H35,Probable RNA-binding protein 18,RBM18,[],92400,ENSG00000119446
Q96H40,Zinc finger protein 486,ZNF486,['KRBO2'],90649,ENSG00000256229
Q96H55,Unconventional myosin-XIX,MYO19,['MYOHD1'],80179,ENSG00000278372
Q96H72,Zinc transporter ZIP13,SLC39A13,['ZIP13'],91252,ENSG00000165915
Q96H79,Zinc finger CCCH-type antiviral protein 1-like,ZC3HAV1L,['C7orf39'],92092,ENSG00000146858
Q96H86,Zinc finger protein 764,ZNF764,[],92595,ENSG00000169951
Q96H96,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",COQ2,['CL640'],27235,ENSG00000173085
Q96HA1,Nuclear envelope pore membrane protein POM 121,POM121,"['KIAA0618', 'NUP121', 'POM121A']",9883,ENSG00000196313
Q96HA4,Uncharacterized protein C1orf159,C1orf159,[],54991,ENSG00000131591
Q96HA7,Tonsoku-like protein,TONSL,"['IKBR', 'NFKBIL2']",4796,ENSG00000160949
Q96HB5,Coiled-coil domain-containing protein 120,CCDC120,[],90060,ENSG00000147144
Q96HC4,PDZ and LIM domain protein 5,PDLIM5,['ENH'],10611,ENSG00000163110
Q96HD1,Protein disulfide isomerase CRELD1,CRELD1,['CIRRIN'],78987,ENSG00000163703
Q96HE7,ERO1-like protein alpha,ERO1A,['ERO1L'],30001,ENSG00000197930
Q96HE8,Transmembrane protein 80,TMEM80,[],283232,ENSG00000177042
Q96HE9,Proline-rich protein 11,PRR11,[],55771,ENSG00000068489
Q96HF1,Secreted frizzled-related protein 2,SFRP2,"['FRP2', 'SARP1']",6423,ENSG00000145423
Q96HG1,Small integral membrane protein 10,SMIM10,['CXorf69'],644538,ENSG00000184785
Q96HH4,Transmembrane protein 169,TMEM169,[],92691,ENSG00000163449
Q96HH9,GRAM domain-containing protein 2B,GRAMD2B,"['GRAMD3', 'NS3TP2']",65983,ENSG00000155324
Q96HI0,Sentrin-specific protease 5,SENP5,[],205564,ENSG00000119231
Q96HJ3,Coiled-coil domain-containing protein 34,CCDC34,['RAMA3'],91057,ENSG00000109881
Q96HJ5,Membrane-spanning 4-domains subfamily A member 3,MS4A3,"['CD20L', 'HTM4']",932,ENSG00000284903
Q96HL8,SH3 domain-containing YSC84-like protein 1,SH3YL1,[],26751,ENSG00000035115
Q96HM7,PC-esterase domain-containing protein 1B,PCED1B,['FAM113B'],91523,ENSG00000179715
Q96HN2,Adenosylhomocysteinase 3,AHCYL2,['KIAA0828'],23382,ENSG00000158467
Q96HP0,Dedicator of cytokinesis protein 6,DOCK6,['KIAA1395'],57572,ENSG00000130158
Q96HP4,Oxidoreductase NAD-binding domain-containing protein 1,OXNAD1,[],92106,ENSG00000154814
Q96HP8,Transmembrane protein 176A,TMEM176A,['HCA112'],55365,ENSG00000002933
Q96HQ0,Zinc finger protein 419,ZNF419,['ZNF419A'],79744,ENSG00000105136
Q96HR8,H/ACA ribonucleoprotein complex non-core subunit NAF1,NAF1,[],92345,ENSG00000145414
Q96HR9,Receptor expression-enhancing protein 6,REEP6,"['C19orf32', 'DP1L1']",92840,ENSG00000115255
Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,[],192111,ENSG00000247077
Q96HU1,Small G protein signaling modulator 3,SGSM3,"['MAP', 'RABGAPLP', 'RUTBC3']",27352,ENSG00000100359
Q96HW7,Integrator complex subunit 4,INTS4,[],92105,ENSG00000149262
Q96HY6,DDRGK domain-containing protein 1,DDRGK1,"['C20orf116', 'UFBP1']",65992,ENSG00000198171
Q96HY7,2-oxoadipate dehydrogenase complex component E1,DHTKD1,['KIAA1630'],55526,ENSG00000181192
Q96HZ4,Transcription cofactor HES-6,HES6,['BHLHB41'],55502,ENSG00000144485
Q96HZ7,Putative uncharacterized protein URB1-AS1,URB1-AS1,['C21orf119'],,
Q96I13,Protein ABHD8,ABHD8,[],79575,ENSG00000127220
Q96I15,Selenocysteine lyase,SCLY,['SCL'],51540,ENSG00000132330
Q96I23,"Protein preY, mitochondrial",PYURF,"['NDUFAFQ', 'PREY']",100996939,ENSG00000145337
Q96I24,Far upstream element-binding protein 3,FUBP3,['FBP3'],8939,ENSG00000107164
Q96I25,Splicing factor 45,RBM17,['SPF45'],84991,ENSG00000134453
Q96I27,Zinc finger protein 625,ZNF625,[],90589,ENSG00000257591
Q96I34,Protein phosphatase 1 regulatory subunit 16A,PPP1R16A,['MYPT3'],84988,ENSG00000160972
Q96I45,Transmembrane protein 141,TMEM141,[],85014,ENSG00000244187
